id,name,position,defense,attack,speed,strength,stamina
211002,Hwang Seok Ho,defender,75,60,92,40,75
238137,R. Matsuda,defender,57,38,54,41,32
225849,M. Dittgen,defender,79,36,92,74,88
247094,G. Britos,forward,58,94,44,58,46
242998,Klauss,forward,38,70,55,91,56
210742,M. Hallberg,midfielder,15,78,38,91,47
240689,J. Sandoval,defender,76,24,49,70,14
225071,B. Whiteman,midfielder,96,97,12,11,14
217391,Mica Pinto,defender,33,90,65,95,57
202799,J. Graham,midfielder,13,97,25,26,32
190254,W. Thomas,forward,90,46,90,63,94
208174,M. N'Doye,midfielder,47,90,39,77,27
240683,L. Reis,midfielder,42,13,22,32,49
206635,N. DeLeon,midfielder,16,86,67,18,13
186922,D. Christensen,defender,25,83,91,12,62
157482,J. Mackie,forward,23,10,15,52,91
107305,M. Tacalfred,defender,16,63,73,46,93
219689,S. Lizana,midfielder,73,56,82,99,97
190247,J. Brayford,defender,36,24,73,77,85
213543,K. Pedersen,defender,38,89,10,34,92
234534,S. N'Guessan,midfielder,78,79,85,96,62
239394,F. Flecker,midfielder,14,36,98,88,30
211742,M. Lorenz,midfielder,83,81,12,76,36
227868,C. Dieng,midfielder,67,24,62,28,26
227612,Kim Sung Ju,midfielder,55,38,24,78,41
197148,M. Piossek,midfielder,65,93,22,94,88
204058,M. Legittimo,defender,44,12,89,52,48
188185,F. Narsingh,midfielder,77,98,43,73,58
210713,F. Holst,defender,16,77,43,23,86
221972,Sun Jie,defender,91,70,23,56,34
205072,D. Pedersen,midfielder,92,37,90,87,64
232718,Y. Takahashi,midfielder,18,97,86,83,31
232462,H. Okuno,midfielder,40,84,17,94,74
205582,A. Forde,midfielder,97,53,41,65,25
237324,V. Dragomir,midfielder,22,35,53,85,52
183819,R. Feltscher,defender,36,89,65,95,57
180746,A. Durante,defender,31,97,63,73,62
233732,D. Okereke,forward,11,35,86,86,66
238595,K. Rodrigues Pires,midfielder,53,32,18,36,21
190722,M. Sordell,forward,54,48,33,58,78
238593,M. Heyer,defender,75,47,70,87,87
242944,F. Pereyra,defender,68,86,12,56,58
234496,O. Bogle,forward,12,58,95,46,82
214016,H. Mojica,midfielder,53,98,38,84,25
246015,L. Mago,defender,24,82,56,55,95
237823,H. Abe,midfielder,59,60,26,83,32
229631,Lazo,midfielder,87,91,56,91,45
208638,Rober Correa,defender,72,12,17,95,98
202749,Kim Oh Gyu,defender,96,90,60,45,21
226556,J. Martinez,midfielder,24,96,31,39,79
104442,C. Burke,midfielder,80,80,25,17,77
199159,L. Brattan,midfielder,16,40,44,92,25
167926,A. Grant,midfielder,20,15,86,35,62
211702,M. Endres,defender,94,80,74,81,92
234229,R. McCrorie,midfielder,99,77,63,81,93
175092,M. Figueroa,defender,76,63,14,30,38
221684,B. Sweat,defender,22,56,58,13,80
163571,M. Jarvis,midfielder,47,16,92,57,43
172786,M. Mancosu,midfielder,55,67,74,66,19
221425,K. Nagasawa,midfielder,20,14,16,87,28
237293,Jhonnattann,midfielder,66,57,27,66,37
191980,Yun Suk Young,midfielder,36,35,84,35,29
220396,Rufo,midfielder,42,54,45,72,98
220139,S. Szmodics,midfielder,55,72,15,99,56
111590,L. Feeney,midfielder,63,60,64,83,94
151270,J. Coppinger,forward,84,89,83,58,83
208102,K. Larsen,defender,44,77,57,74,31
244197,Corpas,midfielder,79,39,21,15,65
206053,D. Marsura,forward,46,28,24,80,68
190180,R. McGowan,defender,75,64,41,60,53
185316,T. Rogne,defender,28,64,53,52,80
240100,T. Augello,defender,53,68,57,11,78
224995,W. Pacheco,defender,83,46,52,20,22
10466,S. Ishizaki,midfielder,40,99,77,79,98
138722,B. Jones,defender,84,29,30,97,87
192481,D. Rowe,midfielder,61,59,33,79,11
237537,V. Kostevych,defender,10,70,34,29,43
221665,R. Lindkvist,defender,72,62,44,71,27
202977,Lee Jong Sung,defender,97,72,21,99,39
190176,Marc Pedraza,midfielder,87,56,14,15,98
184288,D. Dervite,defender,48,76,93,79,94
190939,S. Chhetri,forward,57,48,24,27,18
204763,P. Steinhart,midfielder,44,92,78,49,97
201944,C. Remmer,defender,57,67,11,29,42
199384,F. Koch,defender,42,97,96,56,57
216791,M. Pennington,defender,47,77,83,96,56
228310,T. Deng,defender,69,64,11,92,65
210134,M. Al Fatil,defender,92,32,13,34,93
182996,Xiao Zhi,forward,32,88,91,77,92
235729,D. Bates,defender,97,37,70,73,38
177099,T. Wachsmuth,defender,90,37,65,33,85
210635,K. Hause,defender,62,56,73,36,44
228810,J. Amoah,midfielder,86,65,28,46,48
222922,J. Hesketh,forward,22,16,81,92,12
237769,K. Kitagawa,forward,18,92,82,26,28
171721,R. Perticone,defender,89,52,53,98,71
230601,Crysan,midfielder,47,35,36,12,38
178120,M. Bruccini,midfielder,73,39,96,65,28
237256,J. Ebobisse,forward,22,27,23,84,58
202952,Park Jin Po,defender,38,64,50,68,18
224455,A. Arrighini,forward,80,71,78,78,28
200134,R. Benson,midfielder,46,54,13,59,54
236997,Cris Salvador,midfielder,80,51,27,89,54
138181,M. Turner,defender,44,34,53,55,94
237252,J. Nerwinski,defender,53,25,64,32,12
232388,Vitor Costa,defender,51,15,91,90,43
222660,Hwang Hyun Soo,defender,87,74,23,84,64
212420,M. Sarr,defender,29,53,90,85,66
208323,C. Rivieyran,defender,34,18,12,24,76
224962,M. Al Kuwaykibi,midfielder,70,97,29,82,43
210110,Derik,defender,90,72,14,61,29
142270,J. Thomsen,defender,59,44,88,87,69
203966,D. Kempe,defender,86,33,73,70,26
189885,C. Noone,midfielder,85,29,62,57,72
183228,B. Augustyn,defender,93,17,41,63,28
241595,S. Ngom,forward,76,37,21,79,78
221627,H. Hechalar,midfielder,62,86,46,66,47
214715,L. Povea,midfielder,26,98,11,84,34
202170,M. Boxall,defender,88,22,15,84,96
215993,D. Miloc,midfielder,42,72,78,49,28
210361,B. Godeau,defender,16,99,19,74,20
214200,J. Zuluaga,defender,29,53,19,13,24
198840,Abraham,defender,17,13,39,96,71
193206,O. Lee,midfielder,86,74,22,48,95
232374,T. Ugajin,midfielder,43,27,68,24,49
202422,A. Woodyard,midfielder,12,21,45,20,71
230829,A. Mozo,defender,19,29,69,19,70
216237,K. Azamoum,midfielder,13,66,75,31,48
214701,T. Asta-Buruaga,defender,54,71,78,49,69
138413,M. Kilgallon,defender,51,88,23,14,58
237739,R. Shindo,defender,28,78,22,82,69
204458,A. Oshilaja,defender,62,61,99,47,77
192169,E. Friberg,midfielder,23,47,80,70,54
178089,D. Williams,forward,18,53,22,91,85
222889,L. Acevedo,defender,24,69,11,26,23
232104,D. James,forward,82,48,75,44,30
246182,M. Pulkrab,forward,88,68,68,24,24
184229,J. Thomassen,defender,43,11,32,97,98
183973,L. Nestor,defender,24,84,85,96,85
228261,V. Moren,defender,60,78,42,56,42
231588,Joan Sastre,defender,59,69,29,81,53
223652,S. Ernst,midfielder,58,12,53,79,88
190883,A. DeLaGarza,defender,71,37,20,77,48
216483,T. Fosu,midfielder,76,96,12,55,54
202915,Quintanilla,defender,38,24,70,40,99
214175,C. Robles,midfielder,25,25,33,97,86
178589,S. Jamieson,defender,37,71,61,15,72
232861,K. Mizunuma,midfielder,13,94,57,25,86
203164,M. Kegel,midfielder,87,56,83,27,63
184471,A. Judge,forward,62,79,55,38,40
232342,M. Lugo,midfielder,89,17,13,50,82
231318,R. Perraud,defender,21,53,33,15,56
232597,H. Fujiharu,defender,17,53,19,88,79
228245,M. Wanitzek,midfielder,92,87,32,27,71
215443,P. Zinckernagel,forward,86,86,81,70,85
208018,T. Lam,defender,15,97,75,74,87
240017,A. Skov Olsen,forward,89,32,58,43,34
238989,R. Rep,midfielder,12,52,97,81,17
223117,J. Fortes,defender,27,47,53,81,69
238988,M. Ullmann,midfielder,76,98,28,83,54
243339,D. Bizimana,midfielder,69,41,76,16,94
234891,N. Seufert,midfielder,22,41,60,12,65
232843,D. Prokop,midfielder,70,76,99,57,53
195722,R. Cereceda,defender,15,54,72,79,50
211850,M. Starke,forward,87,29,82,23,25
189833,R. Tait,defender,85,97,19,40,12
238984,M. Farrona Pulido,midfielder,12,59,31,76,92
186503,T. Breukers,defender,22,43,40,24,45
189573,Guarrotxena,midfielder,39,25,99,94,44
223877,D. Furlong,defender,75,95,51,88,46
183425,T. Elliott,forward,57,19,32,23,61
241025,L. Heredia,forward,45,70,62,43,24
223104,M. McNulty,forward,18,23,99,31,42
221824,Piao Cheng,midfielder,25,11,86,84,65
190079,M. Janota,midfielder,29,51,44,20,80
226431,L. da Silva Lopes,midfielder,33,71,92,40,52
235133,M. Finotto,forward,74,17,32,12,65
232573,K. Matsubara,defender,72,67,95,95,37
213117,S. Lex,forward,14,28,98,92,87
224123,D. Agazzi,midfielder,23,62,38,60,13
212346,Lee Seok Hyun,midfielder,40,34,63,26,26
222328,J. Bager,defender,46,28,46,35,49
190583,M. Smith,forward,37,83,16,18,81
226167,J. Dehm,defender,51,59,35,58,22
218743,A. Zapata,midfielder,66,37,19,91,93
118646,I. Henderson,forward,28,92,83,43,62
214390,H. Rojas,midfielder,15,66,27,92,48
240241,B. Toma,midfielder,32,36,27,10,33
201841,N. Dussenne,defender,91,91,22,51,28
194669,M. Ritzmaier,midfielder,40,16,71,56,88
241261,Ilhamjan Iminjan,forward,78,60,51,85,39
228205,D. Cardoso,defender,13,24,15,55,98
197996,E. Larsson,defender,33,17,50,75,51
223850,L. Zarandia,midfielder,54,83,57,62,98
173673,S. Quinn,midfielder,51,96,99,79,67
204136,M. de Leeuw,midfielder,44,95,80,93,97
190311,L. Taylor,forward,65,81,51,12,43
218214,F. Ben Youssef,midfielder,71,50,34,24,28
194149,F. Ulvestad,midfielder,97,73,13,98,26
242533,J. Cascante,defender,18,82,28,69,58
229217,Y. Yeboah,forward,21,58,99,11,36
209761,D. Steres,defender,90,94,25,56,64
170592,S. Schuppan,defender,33,59,67,54,19
138334,M. El Hamdaoui,forward,30,93,47,65,94
183645,C. Ramsebner,defender,74,87,47,81,19
235867,L. Strizzolo,forward,19,53,92,82,84
225115,M. Pinato,midfielder,70,60,32,47,32
186970,Gu Cao,defender,22,45,44,25,18
238938,B. Girth,forward,41,58,50,53,58
215638,L. Lindsay,defender,93,41,37,92,20
199510,N. Proschwitz,forward,27,52,76,70,10
162899,M. Sadler,defender,82,96,72,56,72
214611,J. Pajoy,midfielder,39,84,66,77,21
212819,K. Nagai,forward,34,35,82,27,82
183377,J. Nation,defender,58,60,62,73,37
179537,H. Singh,midfielder,69,72,32,16,90
243793,Alan Sousa,forward,59,57,40,42,97
229713,J. Bizama,defender,88,22,73,57,41
206161,A. Lazaar,defender,30,88,92,11,29
233808,S. Palombi,forward,67,49,67,55,92
215376,E. Capradossi,defender,57,15,93,40,73
188490,L. Sercombe,midfielder,32,99,94,86,59
233034,J. Andrada,midfielder,69,76,55,85,81
224842,G. Docherty,midfielder,37,21,28,99,38
229705,J. Duverne,defender,64,78,37,64,16
230984,F. Gino,midfielder,97,33,48,70,24
206408,T. Boyd,forward,13,81,73,15,47
208455,Choi Sung Keun,midfielder,83,78,71,41,85
192582,C. Shields,midfielder,65,19,49,29,32
162886,R. Martin,defender,28,46,59,46,56
183365,N. Cherubin,defender,36,38,38,34,12
222533,Nuno Valente,midfielder,15,62,67,59,72
163908,M. Troiano,midfielder,46,27,99,43,46
221251,G. Ariyibi,midfielder,29,18,94,75,97
235579,M. Massop,defender,22,83,64,80,47
237882,L. Parunashvili,midfielder,31,72,83,26,75
193081,M. Saunier,defender,42,38,65,65,14
178233,A. Djoum,midfielder,22,56,58,89,78
191800,T. Taguchi,midfielder,79,17,37,98,20
222773,L. Zander,defender,83,61,98,10,64
242995,J. Mora,defender,18,82,23,75,16
246065,L. Haquin,defender,23,19,99,91,12
202033,S. McLaughlin,midfielder,53,45,65,34,60
234284,C. Soukou,midfielder,84,28,46,18,72
152620,J. Samuelsen,midfielder,10,77,42,78,28
195371,L. Owona,defender,21,83,66,44,85
234283,S. Skarlatidis,midfielder,70,10,70,39,55
152107,P. Netzer,defender,74,94,82,33,21
212778,Kwon Kyung Won,defender,80,88,19,35,65
205609,J. Omolo,defender,44,27,24,25,11
200489,Douglas,forward,36,43,47,94,37
200233,A. Messaoud,midfielder,78,31,78,47,15
208424,M. Ricci,midfielder,95,60,82,37,28
152870,Felipe Saad,defender,89,21,93,39,27
239397,B. Manu,midfielder,21,15,18,51,63
228388,M. Thiam,midfielder,53,63,48,83,75
225572,O. Albornoz,forward,27,53,38,40,64
219938,L. Rosseti,forward,37,90,26,74,11
235548,M. Cabit,defender,71,11,26,26,47
104476,C. Grindheim,midfielder,41,83,59,29,42
192283,V. Lundberg,forward,27,63,11,30,86
237339,R. Koike,defender,65,42,19,91,52
222235,Ren Hang,defender,76,78,68,77,36
219931,D. Mendoza,forward,41,56,16,60,62
200475,M. Trapp,defender,86,43,64,79,89
213530,N. Poulsen,midfielder,35,18,18,53,59
173337,Y. Konno,midfielder,32,60,60,62,77
207897,A. Jung,defender,66,84,52,52,99
165911,Hwang Jin Sung,midfielder,13,60,81,81,86
237333,L. Verstraete,midfielder,40,79,23,48,84
221713,D. Lovitz,defender,24,98,90,81,32
204816,M. Koch,defender,25,80,17,42,78
186127,C. Evans,forward,25,91,79,30,24
233487,R. McGree,midfielder,16,75,70,19,94
233484,A. Campbell,midfielder,65,63,26,63,51
173834,N. Eardley,defender,31,39,94,28,23
228873,L. Marengo,forward,75,34,10,29,38
229128,T. Lorch,forward,70,98,33,58,22
197896,A. Straith,defender,57,88,64,71,63
210951,E. Flores,midfielder,68,59,74,14,44
212228,I. Toney,forward,27,87,48,56,62
232451,H. Watanabe,defender,17,45,29,89,65
189186,A. Shinnie,midfielder,88,69,26,36,53
186881,J. Holland,midfielder,37,65,83,95,83
203265,T. Blackett,defender,91,80,72,52,86
232192,C. Martins Pereira,midfielder,17,62,67,86,15
218880,S. Marreh,midfielder,65,69,50,86,10
228861,S. Iljutcenko,forward,34,54,78,50,90
228349,M. Vojvoda,defender,75,81,21,46,30
49659,K. Ziani,midfielder,19,91,63,90,53
237051,M. Turay,forward,66,96,58,50,20
209402,E. Acolatse,midfielder,79,93,55,87,65
211189,B. Meccariello,defender,50,71,94,49,87
137461,J. Gjasula,midfielder,49,15,21,60,26
220915,G. Moncini,forward,63,84,95,94,94
202994,Han Kyo Won,midfielder,16,78,73,45,57
198642,D. Ulvestad,defender,91,51,86,96,61
192241,R. Grant,defender,31,51,21,43,18
200689,R. Leonard,midfielder,19,24,35,75,60
216048,G. Vargas,forward,61,82,27,38,75
241135,J. Collins,defender,26,14,59,84,75
236271,L. Caicedo,defender,27,22,25,90,68
223214,K. Friesenbichler,forward,70,37,20,51,94
223981,M. Clark,defender,11,41,41,23,23
214765,M. Herrera,defender,45,99,33,75,56
179947,Edgar,forward,45,34,20,53,84
235755,A. Trusty,defender,58,34,32,41,72
206315,O. Ben-Harush,defender,82,44,76,65,31
216037,N. Valentini,defender,54,61,43,68,99
203749,S. Bradley,defender,95,99,77,61,95
183524,S. Lowry,defender,30,46,11,60,18
204260,F. Raspentino,midfielder,57,28,94,18,94
186595,E. Bennett,defender,25,57,53,26,30
210147,M. Al Harbi,defender,36,17,10,34,25
194018,J. Collins,forward,17,75,96,98,94
212192,J. Green,midfielder,80,16,61,24,72
198624,J. Shaughnessy,defender,23,31,86,24,97
216799,G. Di Chiara,defender,41,29,84,38,45
217054,H. Cummings,defender,46,82,13,32,82
216286,J. Andersen,midfielder,97,52,80,19,27
233437,S. Hlanti,defender,21,57,25,99,69
232669,S. Singh,midfielder,80,24,36,82,79
221144,Alain Oyarzun,forward,97,48,84,12,29
204504,F. Lewis,defender,61,34,94,51,54
198103,J. Leist,defender,26,48,14,93,36
195286,J. Edmundsson,forward,89,70,57,57,96
216534,R. Rodriguez,midfielder,79,35,40,11,38
219605,C. Cuevas,defender,77,57,79,46,44
224980,M. Busch,defender,46,75,55,73,80
202708,L. Palun,defender,58,54,98,99,36
222163,R. Pich,midfielder,61,45,87,65,68
237010,Deng Hanwen,defender,50,82,33,68,14
227794,C. Verdonk,defender,36,99,29,60,86
179665,A. Pilkington,midfielder,43,68,25,90,80
162512,S. Cuthbert,defender,29,93,13,94,83
209359,B. O'Neill,midfielder,23,43,20,86,99
220878,M. Cacutalua,defender,72,44,51,44,17
224205,M. Barbieri,midfielder,37,95,85,98,89
237000,R. Cannon,defender,98,51,96,51,60
215240,M. Fissore,midfielder,99,63,12,55,67
241607,T. Belmonte,midfielder,50,11,71,53,14
229575,D. Mancini,midfielder,61,13,72,62,61
187334,L. Hallenius,forward,91,49,29,53,73
155334,Kang Min Soo,defender,91,53,50,83,36
177605,Jon Erice,midfielder,93,16,33,33,41
225733,Cesinha,forward,43,55,87,63,31
231108,S. Hefti,defender,54,49,58,34,30
225476,C. Keita,midfielder,81,99,17,25,21
212932,Y. Ono,midfielder,76,36,95,48,18
208324,P. Polomat,defender,81,11,54,15,49
198852,Mandi,midfielder,47,21,72,55,86
186562,J. Magennis,forward,67,88,69,88,93
228290,J. Laporte,defender,10,53,62,18,26
223426,B. Zech,defender,90,37,16,71,62
228033,Chi Zhongguo,midfielder,11,92,78,30,82
206529,F. Boli,forward,46,60,42,53,73
201408,S. D'Elia,defender,48,41,82,70,91
239550,A. Gravillon,defender,38,16,64,66,61
238779,J. Verlaat,defender,14,39,68,45,96
195258,L. Schmitz,defender,60,62,15,77,26
185018,J. Fontaine,midfielder,38,55,40,78,45
201401,Campabadal,defender,92,61,38,74,54
197817,H. Mosquera,defender,36,47,87,77,85
238008,J. Elliott,defender,45,73,48,71,43
232376,T. Aoki,midfielder,37,38,71,54,69
209335,K. Haugen,defender,93,64,79,18,89
208311,S. Branca,midfielder,34,88,95,51,52
189110,P. Hanlon,defender,77,34,93,34,44
234933,A. Sedlar,defender,90,82,26,67,12
223157,A. Novakovich,forward,96,74,83,29,73
226228,F. Salazar,midfielder,27,68,41,16,88
221619,V. Cabrera,defender,70,58,66,79,88
205234,A. Akaichi,forward,68,45,20,50,50
179633,S. Rieks,defender,63,43,86,49,92
231601,Dalmau,forward,18,29,76,93,70
183465,J. Rodwell,defender,21,70,73,41,80
233897,M. Fall,midfielder,12,50,84,19,95
214441,A. Contreras,defender,89,16,39,97,88
238504,A. Bassi,midfielder,92,55,26,89,43
202663,D. Horgan,midfielder,52,66,40,74,19
194726,J. Ahlmann,defender,47,14,68,32,48
182694,J. Mattock,defender,88,10,34,81,94
219558,G. Koomson,forward,36,30,68,95,23
225445,D. Bohar,midfielder,70,61,29,11,34
221605,A. Jeremejeff,forward,82,62,38,78,35
224165,J. Huentelaf,forward,48,62,25,39,60
242340,A. Mulenga,forward,45,92,63,29,26
211363,T. Lockyer,defender,64,25,43,15,95
140451,M. Kightly,midfielder,68,48,65,10,80
213922,D. Erdmann,defender,48,94,78,93,36
237469,Nouhou,defender,81,30,63,15,82
216477,T. Nedelev,midfielder,99,23,13,87,23
215708,A. Monfray,defender,94,88,21,21,31
193688,N. Backman,defender,74,51,63,42,42
200855,G. Baldock,defender,78,85,77,20,58
200087,A. Piech,forward,15,30,25,68,76
212118,M. Grimes,midfielder,59,52,59,83,16
241301,J. Shonga,forward,90,32,89,57,46
182160,E. Knudtzon,forward,56,94,92,99,25
137359,C. Lepoint,defender,79,40,10,30,90
235916,V. Mantovani,defender,49,80,77,42,87
224395,B. Bahn,midfielder,74,39,43,91,15
190602,R. Brosco,defender,33,95,70,81,76
239498,B. Henning,midfielder,55,43,76,51,38
227978,M. Mehlem,midfielder,39,24,38,68,23
222346,Shi Ke,defender,23,19,35,85,90
210826,L. Gallegos,midfielder,98,99,60,88,14
199305,M. Wittek,defender,40,11,65,52,89
199049,R. Magyar,defender,66,25,70,68,55
237448,A. Delamea,defender,41,73,68,98,81
229251,V. Mogos,defender,34,87,63,63,22
198019,P. Testroet,forward,40,62,34,36,30
225666,D. Nagy,midfielder,76,75,65,93,43
200577,Lee Yong,defender,15,19,30,76,79
237184,K. Bare,midfielder,91,21,18,60,51
212608,J. Mombris,defender,84,10,79,84,75
205951,Rafinha,midfielder,94,23,95,54,46
203902,A. Luna,midfielder,23,18,81,62,40
232571,S. Nakatani,defender,91,18,62,58,32
202102,Yu Hai,defender,97,94,98,43,14
228980,M. Tirpan,defender,16,60,99,86,38
213618,D. Vallejos,midfielder,17,47,83,39,43
179569,R. Majewski,midfielder,57,56,21,45,43
233329,M. Villanueva,defender,20,16,18,16,86
223857,O. Salinas,defender,96,15,88,53,49
223344,Wei Shihao,forward,40,33,71,86,90
231535,C. Borthwick-Jackson,defender,66,18,96,67,84
203885,C. Alhadhur,defender,71,39,11,59,54
200553,Nam Joon Jae,forward,94,18,58,91,38
172648,S. Blondelle,defender,59,11,70,43,92
173671,K. McFadzean,defender,12,26,31,40,72
162407,M. Jakobsen,defender,30,11,21,11,94
202855,Tan Long,midfielder,50,78,91,66,14
191333,K. Noborizato,defender,14,29,32,25,44
189541,C. Solly,defender,40,16,68,97,75
201061,E. Manu,midfielder,29,57,47,40,38
221284,J. Gradit,defender,50,81,27,76,94
221539,Carrillo,forward,37,81,49,78,61
215139,E. Olivera,defender,26,92,76,51,56
191842,H. Muath,defender,76,22,72,54,81
213602,O. Bosso,midfielder,42,79,88,32,23
213089,G. Donyoh,forward,87,54,18,55,48
193376,L. Nomenjanahary,forward,73,61,63,54,78
237152,D. Irandust,midfielder,77,10,42,21,72
229215,Y. El Jebli,midfielder,57,41,26,16,37
198235,J. Taylor,midfielder,23,13,13,35,62
199769,M. Potzmann,defender,62,57,38,26,52
220502,M. Zaccagni,midfielder,89,70,67,41,52
219990,V. Hoff,midfielder,42,97,14,60,84
191572,Zheng Zheng,defender,80,47,31,94,99
162900,N. Kilkenny,midfielder,48,39,64,86,60
229971,F. Centonze,defender,65,40,10,52,35
207952,S. Ajayi,midfielder,67,96,35,80,70
227919,L. Ospina,defender,95,18,20,88,14
198731,E. Rashani,forward,22,33,79,59,17
216138,M. Arini,midfielder,51,70,94,24,98
192328,P. Huspek,midfielder,92,84,57,80,19
182856,E. Bourgaud,midfielder,27,59,77,57,45
237640,N. Bajrami,midfielder,95,30,67,18,44
173383,T. Trevisan,defender,43,56,43,84,52
232775,A. Esaka,midfielder,38,33,73,31,32
218182,G. Mencia,defender,27,91,18,15,10
193860,T. Schick,defender,15,32,47,38,23
191556,Y. Endo,midfielder,50,65,85,88,65
159043,J. Pitroipa,midfielder,25,65,28,51,38
212803,Z. Clough,midfielder,73,39,61,79,34
213570,S. O'Donnell,defender,29,70,14,17,55
201026,Yi Teng,defender,22,44,58,46,33
170305,C. Skuse,midfielder,44,60,35,34,56
224065,D. Blanco,midfielder,61,61,87,33,24
222273,Jiang Zhipeng,defender,24,12,62,85,38
210241,D. Buballa,defender,21,70,52,10,86
241984,C. Burke,forward,89,11,13,34,53
235328,A. Beghetto,midfielder,65,12,74,30,15
222528,L. Gooch,midfielder,59,30,31,62,50
202043,K. Holmberg,forward,29,98,33,78,50
193850,M. Calderoni,defender,11,27,61,54,28
211514,R. James,defender,69,71,99,78,88
209722,Marquinhos Pedroso,defender,20,99,85,82,11
243000,N. Bancu,defender,85,91,88,66,93
214840,A. Robles,defender,49,13,43,80,19
201271,J. Ankersen,midfielder,14,47,84,29,70
195126,J. Marquis,forward,54,42,15,76,16
187701,G. Corral,defender,50,61,46,71,15
182837,K. LuaLua,forward,11,34,64,86,95
215604,C. Brunner,defender,24,50,67,99,29
215092,M. Zenteno,defender,41,93,91,90,60
229171,K. Redondo,midfielder,43,61,33,54,41
201265,N. Helenius,forward,16,17,94,96,76
197166,J. Agudelo,midfielder,96,17,50,78,98
207916,L. Vigen Christensen,midfielder,68,72,34,35,23
203308,J. Brillante,midfielder,19,93,49,65,16
200236,G. Bunoza,defender,99,60,74,88,48
200235,M. te Vrede,forward,28,90,39,77,31
219177,J. Grant,midfielder,55,67,60,29,78
214313,J. Delgado,midfielder,96,77,54,49,60
242216,F. Varela,midfielder,27,62,57,77,73
232488,C. Romero,defender,31,75,41,35,90
222248,Sun Ke,midfielder,20,85,42,69,92
205096,B. Thoelke,defender,31,67,75,27,91
211746,R. Benatelli,midfielder,55,52,76,39,49
227617,L. Jallow,forward,33,26,61,84,83
198687,S. Ciss,defender,77,18,11,10,34
178461,J. Drachmann,midfielder,34,52,42,13,77
226077,A. Gabr,defender,52,28,76,16,51
237340,Carlinhos,forward,32,94,38,39,25
228892,I. Rivero,midfielder,10,43,46,31,19
202524,Borja Granero,defender,18,59,15,22,28
190491,R. Gabrielsen,defender,30,47,88,17,26
238619,J. Nikolaou,midfielder,92,37,17,73,92
218651,P. Sotiriou,forward,23,10,85,96,12
201243,A. La Mantia,forward,99,82,36,39,54
239378,K. Sierhuis,forward,48,59,77,96,95
222226,V. Bozhikov,defender,29,51,66,93,34
243984,A. Hammoudan,midfielder,42,25,42,13,97
227600,J. Andersson,defender,47,48,32,74,74
221456,R. Burke,defender,11,31,96,11,95
228111,R. Curtis,forward,38,71,83,70,90
206606,P. Hofmann,forward,18,38,45,29,97
179725,J. Sainati,defender,69,64,63,36,45
238860,Jadson,defender,61,93,52,48,58
211212,A. Oueslati,midfielder,55,61,46,92,41
241931,F. Moyano,midfielder,85,44,53,41,13
207627,H. Pertuz,defender,74,22,12,54,16
46857,M. Pedersen,midfielder,44,66,12,33,44
234505,Evander,midfielder,18,71,24,70,58
229641,M. Bagayoko,defender,46,94,13,14,53
204297,A. O'Connor,defender,98,55,44,31,99
189192,A. Mazzarani,midfielder,96,17,58,52,31
229640,M. Pedersen,defender,20,54,69,47,74
203528,A. Bangoura,forward,20,41,37,28,22
212483,J. Obiang,defender,33,74,53,11,72
164610,J. Larentowicz,midfielder,78,75,34,81,24
165889,Park Chu Young,forward,26,20,76,44,90
197376,C. Fandrich,midfielder,73,83,47,27,99
211966,M. Romeo,defender,23,45,83,99,91
175613,J. Choplin,defender,52,14,41,22,20
223229,C. Manea,defender,16,45,41,72,35
199419,Y. Court,midfielder,11,43,28,12,75
214266,G. Barriga,defender,88,53,56,73,46
221944,P. Michorl,midfielder,96,45,40,72,68
210168,D. Sciaudone,midfielder,74,23,45,79,53
240631,A. Settembrini,midfielder,14,15,75,84,80
167159,S. Hagen,defender,68,26,37,40,36
223223,K. Vandendriessche,midfielder,68,66,16,87,57
208374,A. Wooten,forward,87,56,37,84,39
186101,E. Hovland,defender,29,88,54,16,88
236533,R. Glatzel,forward,26,74,25,92,13
188145,A. El Kaoutari,defender,53,53,34,45,74
232433,H. Belkaroui,defender,38,70,17,34,47
186352,T. Smith,defender,80,34,70,22,54
173040,A. Bonnet,midfielder,46,13,52,41,34
236270,J. Orejuela,midfielder,42,36,52,49,12
224494,R. Henry,defender,90,36,71,15,47
239340,J. Chabot,defender,94,48,53,43,69
241130,I. Ganago,forward,19,12,43,38,79
196072,R. Millar,midfielder,40,81,84,72,81
214759,R. de la Fuente,defender,36,56,34,98,35
193510,D. Novaretti,defender,81,25,54,30,38
187110,M. Ponce,defender,24,56,13,53,18
222693,H. Fertoli,forward,91,87,24,41,22
230625,Matheus Reis,defender,74,80,94,32,79
208865,J. Roye,midfielder,68,86,57,28,75
202465,R. Towell,midfielder,20,77,57,67,51
194783,N. Giannetti,forward,74,26,14,36,93
193757,Edu Ramos,midfielder,43,62,40,42,39
184285,C. Schneuwly,midfielder,62,79,13,13,72
139229,C. Salcido,midfielder,26,20,30,59,44
179931,C. Avinel,defender,68,82,13,98,46
209371,B. van Polen,defender,78,60,83,17,42
236506,M. Senesi,defender,65,15,83,15,84
215001,F. Mattia,defender,65,45,94,77,60
164568,W. Johnson,defender,18,67,96,12,83
148696,E. Ruud,defender,37,22,10,47,38
208856,Q. Bernard,defender,63,51,27,33,81
